id,chuong_id,chuong_ten,dieu_id,dieu_ten,khoan_id,diem_id,cap_do,noi_dung,full_citation,ten_van_ban,ngay_ban_hanh,co_quan_ban_hanh,so_hieu,keyphrase,dang_quy_dinh
250,III,"CÁC BIỆN PHÁP XỬ LÝ SỰ CỐ KỸ THUẬT GÂY MẤT AN TOÀN, VỆ SINH LAO ĐỘNG VÀ TAI NẠN LAO ĐỘNG, BỆNH NGHỀ NGHIỆP",35,"Điều tra vụ tai nạn lao động, sự cố kỹ thuật gây mất an toàn, vệ sinh lao động, sự cố kỹ thuật gây mất an toàn, vệ sinh lao động nghiêm trọng",6,,khoan_bo_sung,"Đối với tai nạn lao động được quy định tại các điểm b, c và d của khoản này có tình tiết phức tạp thì được gia hạn thời gian điều tra một lần nhưng thời hạn gia hạn không vượt quá thời hạn quy định tại các điểm này; Trưởng đoàn điều tra phải báo cáo việc gia hạn và được sự đồng ý của người ban hành quyết định thành lập Đoàn điều tra tai nạn lao động đối với tai nạn lao động quy định tại các điểm b, c và d khoản này.","Điều 35 - Luật An toàn, vệ sinh lao động số 84/2015/QH13","Luật An toàn, vệ sinh lao động 2015",ngày 25 tháng 06 năm 2015,Quốc Hội,Luật số: 84/2015/QH13,tai nạn lao động|điều tra tai nạn lao động,nghia_vu
251,III,"CÁC BIỆN PHÁP XỬ LÝ SỰ CỐ KỸ THUẬT GÂY MẤT AN TOÀN, VỆ SINH LAO ĐỘNG VÀ TAI NẠN LAO ĐỘNG, BỆNH NGHỀ NGHIỆP",35,"Điều tra vụ tai nạn lao động, sự cố kỹ thuật gây mất an toàn, vệ sinh lao động, sự cố kỹ thuật gây mất an toàn, vệ sinh lao động nghiêm trọng",7,,khoan,"Trong quá trình điều tra tai nạn lao động quy định tại các khoản 1, 2 và 3 Điều này mà phát hiện có dấu hiệu tội phạm, Đoàn điều tra phải báo cáo bằng văn bản, kèm theo các tài liệu, chuyển giao đồ vật, phương tiện liên quan  nếu có  cho cơ quan điều tra để xem xét, khởi tố vụ án hình sự theo quy định của pháp luật về tố tụng hình sự.","Điều 35, Khoản 7 - Luật An toàn, vệ sinh lao động số 84/2015/QH13","Luật An toàn, vệ sinh lao động 2015",ngày 25 tháng 06 năm 2015,Quốc Hội,Luật số: 84/2015/QH13,tai nạn lao động|điều tra tai nạn lao động,nghia_vu
252,III,"CÁC BIỆN PHÁP XỬ LÝ SỰ CỐ KỸ THUẬT GÂY MẤT AN TOÀN, VỆ SINH LAO ĐỘNG VÀ TAI NẠN LAO ĐỘNG, BỆNH NGHỀ NGHIỆP",35,"Điều tra vụ tai nạn lao động, sự cố kỹ thuật gây mất an toàn, vệ sinh lao động, sự cố kỹ thuật gây mất an toàn, vệ sinh lao động nghiêm trọng",7,,khoan_bo_sung,"Thời hạn giải quyết đối với kiến nghị khởi tố thực hiện theo quy định của pháp luật về tố tụng hình sự; trường hợp cơ quan điều tra ra quyết định không khởi tố vụ án, thì trong thời hạn 05 ngày, kể từ khi ra quyết định không khởi tố vụ án hình sự, cơ quan điều tra có trách nhiệm cung cấp và chuyển giao cho Đoàn điều tra tai nạn lao động các tài liệu, đồ vật, phương tiện liên quan đến vụ tai nạn lao động.","Điều 35 - Luật An toàn, vệ sinh lao động số 84/2015/QH13","Luật An toàn, vệ sinh lao động 2015",ngày 25 tháng 06 năm 2015,Quốc Hội,Luật số: 84/2015/QH13,tai nạn lao động|điều tra tai nạn lao động|vụ tai nạn,nghia_vu
253,III,"CÁC BIỆN PHÁP XỬ LÝ SỰ CỐ KỸ THUẬT GÂY MẤT AN TOÀN, VỆ SINH LAO ĐỘNG VÀ TAI NẠN LAO ĐỘNG, BỆNH NGHỀ NGHIỆP",35,"Điều tra vụ tai nạn lao động, sự cố kỹ thuật gây mất an toàn, vệ sinh lao động, sự cố kỹ thuật gây mất an toàn, vệ sinh lao động nghiêm trọng",8,,khoan,"Biên bản điều tra tai nạn lao động phải được công bố công khai tại cuộc họp dưới sự chủ trì của Trưởng đoàn điều tra tai nạn lao động và các thành viên tham dự là thành viên của Đoàn điều tra, người sử dụng lao động hoặc người đại diện được người sử dụng lao động ủy quyền bằng văn bản, đại diện tổ chức công đoàn, người bị nạn hoặc đại diện thân nhân người bị nạn, người biết sự việc, người có liên quan đến vụ tai nạn; trường hợp xảy ra tai nạn lao động chết người còn có đại diện cơ quan Công an, Viện kiểm sát nhân dân cùng cấp.","Điều 35, Khoản 8 - Luật An toàn, vệ sinh lao động số 84/2015/QH13","Luật An toàn, vệ sinh lao động 2015",ngày 25 tháng 06 năm 2015,Quốc Hội,Luật số: 84/2015/QH13,tai nạn lao động|xảy ra|điều tra tai nạn lao động|vụ tai nạn|người sử dụng lao động,dieu_kien
254,III,"CÁC BIỆN PHÁP XỬ LÝ SỰ CỐ KỸ THUẬT GÂY MẤT AN TOÀN, VỆ SINH LAO ĐỘNG VÀ TAI NẠN LAO ĐỘNG, BỆNH NGHỀ NGHIỆP",35,"Điều tra vụ tai nạn lao động, sự cố kỹ thuật gây mất an toàn, vệ sinh lao động, sự cố kỹ thuật gây mất an toàn, vệ sinh lao động nghiêm trọng",8,,khoan_bo_sung,"Biên bản điều tra tai nạn lao động và biên bản cuộc họp công bố biên bản điều tra tai nạn lao động phải gửi đến các cơ quan có thành viên trong Đoàn điều tra tai nạn lao động, cơ quan quản lý nhà nước về lao động, người sử dụng lao động của cơ sở xảy ra tai nạn lao động và các nạn nhân hoặc thân nhân người bị tai nạn lao động.","Điều 35 - Luật An toàn, vệ sinh lao động số 84/2015/QH13","Luật An toàn, vệ sinh lao động 2015",ngày 25 tháng 06 năm 2015,Quốc Hội,Luật số: 84/2015/QH13,tai nạn lao động|xảy ra|điều tra tai nạn lao động|người sử dụng lao động,khac
255,III,"CÁC BIỆN PHÁP XỬ LÝ SỰ CỐ KỸ THUẬT GÂY MẤT AN TOÀN, VỆ SINH LAO ĐỘNG VÀ TAI NẠN LAO ĐỘNG, BỆNH NGHỀ NGHIỆP",35,"Điều tra vụ tai nạn lao động, sự cố kỹ thuật gây mất an toàn, vệ sinh lao động, sự cố kỹ thuật gây mất an toàn, vệ sinh lao động nghiêm trọng",9,,khoan,Trách nhiệm công bố biên bản điều tra tai nạn lao động và các thông tin cần thiết khác liên quan đến tai nạn lao động như sau,"Điều 35, Khoản 9 - Luật An toàn, vệ sinh lao động số 84/2015/QH13","Luật An toàn, vệ sinh lao động 2015",ngày 25 tháng 06 năm 2015,Quốc Hội,Luật số: 84/2015/QH13,tai nạn lao động|điều tra tai nạn lao động,khac
256,III,"CÁC BIỆN PHÁP XỬ LÝ SỰ CỐ KỸ THUẬT GÂY MẤT AN TOÀN, VỆ SINH LAO ĐỘNG VÀ TAI NẠN LAO ĐỘNG, BỆNH NGHỀ NGHIỆP",35,"Điều tra vụ tai nạn lao động, sự cố kỹ thuật gây mất an toàn, vệ sinh lao động, sự cố kỹ thuật gây mất an toàn, vệ sinh lao động nghiêm trọng",9,a,diem,Người sử dụng lao động có trách nhiệm công bố thông tin nếu việc điều tra vụ tai nạn lao động quy định tại khoản 1 Điều này thuộc trách nhiệm của người sử dụng lao động; Ủy ban nhân dân cấp xã công bố thông tin nếu vụ tai nạn lao động do Ủy ban nhân dân cấp xã lập biên bản;,"Điều 35, Khoản 9, Điểm a - Luật An toàn, vệ sinh lao động số 84/2015/QH13","Luật An toàn, vệ sinh lao động 2015",ngày 25 tháng 06 năm 2015,Quốc Hội,Luật số: 84/2015/QH13,tai nạn lao động|vụ tai nạn|người sử dụng lao động,nghia_vu
257,III,"CÁC BIỆN PHÁP XỬ LÝ SỰ CỐ KỸ THUẬT GÂY MẤT AN TOÀN, VỆ SINH LAO ĐỘNG VÀ TAI NẠN LAO ĐỘNG, BỆNH NGHỀ NGHIỆP",35,"Điều tra vụ tai nạn lao động, sự cố kỹ thuật gây mất an toàn, vệ sinh lao động, sự cố kỹ thuật gây mất an toàn, vệ sinh lao động nghiêm trọng",9,b,diem,Trưởng đoàn điều tra tai nạn lao động hoặc cơ quan nhà nước chủ trì thực hiện điều tra các vụ tai nạn lao động quy định tại khoản 2 và khoản 3 Điều này có trách nhiệm công bố thông tin;,"Điều 35, Khoản 9, Điểm b - Luật An toàn, vệ sinh lao động số 84/2015/QH13","Luật An toàn, vệ sinh lao động 2015",ngày 25 tháng 06 năm 2015,Quốc Hội,Luật số: 84/2015/QH13,tai nạn lao động|điều tra tai nạn lao động|vụ tai nạn,nghia_vu
258,III,"CÁC BIỆN PHÁP XỬ LÝ SỰ CỐ KỸ THUẬT GÂY MẤT AN TOÀN, VỆ SINH LAO ĐỘNG VÀ TAI NẠN LAO ĐỘNG, BỆNH NGHỀ NGHIỆP",35,"Điều tra vụ tai nạn lao động, sự cố kỹ thuật gây mất an toàn, vệ sinh lao động, sự cố kỹ thuật gây mất an toàn, vệ sinh lao động nghiêm trọng",9,c,diem,"Trưởng đoàn điều tra tai nạn lao động hoặc cơ quan nhà nước chủ trì thực hiện điều tra các vụ tai nạn lao động có trách nhiệm công bố thông tin, trừ trường hợp pháp luật chuyên ngành có quy định khác.","Điều 35, Khoản 9, Điểm c - Luật An toàn, vệ sinh lao động số 84/2015/QH13","Luật An toàn, vệ sinh lao động 2015",ngày 25 tháng 06 năm 2015,Quốc Hội,Luật số: 84/2015/QH13,tai nạn lao động|điều tra tai nạn lao động|vụ tai nạn,nghia_vu
259,III,"CÁC BIỆN PHÁP XỬ LÝ SỰ CỐ KỸ THUẬT GÂY MẤT AN TOÀN, VỆ SINH LAO ĐỘNG VÀ TAI NẠN LAO ĐỘNG, BỆNH NGHỀ NGHIỆP",35,"Điều tra vụ tai nạn lao động, sự cố kỹ thuật gây mất an toàn, vệ sinh lao động, sự cố kỹ thuật gây mất an toàn, vệ sinh lao động nghiêm trọng",9,,khoan_bo_sung,"Sau khi nhận được biên bản điều tra tai nạn lao động và biên bản cuộc họp công bố biên bản điều tra tai nạn lao động, người sử dụng lao động phải thực hiện niêm yết công khai, đầy đủ thông tin để người lao động của cơ sở xảy ra tai nạn lao động biết; trường hợp tai nạn lao động xảy ra đối với người lao động làm việc không theo hợp đồng lao động thì Ủy ban nhân dân cấp xã phải niêm yết công khai để nhân dân biết;","Điều 35 - Luật An toàn, vệ sinh lao động số 84/2015/QH13","Luật An toàn, vệ sinh lao động 2015",ngày 25 tháng 06 năm 2015,Quốc Hội,Luật số: 84/2015/QH13,tai nạn lao động|xảy ra|điều tra tai nạn lao động|hợp đồng lao động|người lao động|người sử dụng lao động|người lao động làm việc không theo hợp đồng lao động,nghia_vu
260,III,"CÁC BIỆN PHÁP XỬ LÝ SỰ CỐ KỸ THUẬT GÂY MẤT AN TOÀN, VỆ SINH LAO ĐỘNG VÀ TAI NẠN LAO ĐỘNG, BỆNH NGHỀ NGHIỆP",35,"Điều tra vụ tai nạn lao động, sự cố kỹ thuật gây mất an toàn, vệ sinh lao động, sự cố kỹ thuật gây mất an toàn, vệ sinh lao động nghiêm trọng",9,d,diem,"Trưởng đoàn điều tra hoặc cơ quan nhà nước chủ trì thực hiện điều tra tai nạn, sự cố theo quy định tại khoản 4 Điều này, điều tra sự cố kỹ thuật gây mất an toàn, vệ sinh lao động và sự cố kỹ thuật gây mất an toàn, vệ sinh lao động nghiêm trọng có trách nhiệm công bố công khai biên bản điều tra và các thông tin cần thiết khác liên quan sau khi hết thời hạn điều tra, trừ trường hợp pháp luật chuyên ngành có quy định khác.","Điều 35, Khoản 9, Điểm d - Luật An toàn, vệ sinh lao động số 84/2015/QH13","Luật An toàn, vệ sinh lao động 2015",ngày 25 tháng 06 năm 2015,Quốc Hội,Luật số: 84/2015/QH13,mất an toàn|gây mất an toàn,nghia_vu
261,III,"CÁC BIỆN PHÁP XỬ LÝ SỰ CỐ KỸ THUẬT GÂY MẤT AN TOÀN, VỆ SINH LAO ĐỘNG VÀ TAI NẠN LAO ĐỘNG, BỆNH NGHỀ NGHIỆP",35,"Điều tra vụ tai nạn lao động, sự cố kỹ thuật gây mất an toàn, vệ sinh lao động, sự cố kỹ thuật gây mất an toàn, vệ sinh lao động nghiêm trọng",10,,khoan,"Trường hợp vượt quá thời hạn điều tra đối với tai nạn lao động, sự cố kỹ thuật gây mất an toàn, vệ sinh lao động và sự cố kỹ thuật gây mất an toàn, vệ sinh lao động nghiêm trọng quy định tại Điều này mà gây thiệt hại đến quyền, lợi ích hợp pháp của người lao động, người sử dụng lao động thì phải bồi thường theo quy định của pháp luật.","Điều 35, Khoản 10 - Luật An toàn, vệ sinh lao động số 84/2015/QH13","Luật An toàn, vệ sinh lao động 2015",ngày 25 tháng 06 năm 2015,Quốc Hội,Luật số: 84/2015/QH13,tai nạn lao động|mất an toàn|gây mất an toàn|người lao động|người sử dụng lao động,dieu_kien
262,III,"CÁC BIỆN PHÁP XỬ LÝ SỰ CỐ KỸ THUẬT GÂY MẤT AN TOÀN, VỆ SINH LAO ĐỘNG VÀ TAI NẠN LAO ĐỘNG, BỆNH NGHỀ NGHIỆP",35,"Điều tra vụ tai nạn lao động, sự cố kỹ thuật gây mất an toàn, vệ sinh lao động, sự cố kỹ thuật gây mất an toàn, vệ sinh lao động nghiêm trọng",11,,khoan,"Chính phủ quy định chi tiết về phân loại, khai báo, điều tra, báo cáo tai nạn lao động, sự cố kỹ thuật gây mất an toàn, vệ sinh lao động, sự cố kỹ thuật gây mất an toàn, vệ sinh lao động nghiêm trọng và việc giải quyết chế độ tai nạn lao động cho người lao động trong trường hợp vụ tai nạn lao động có quyết định khởi tố vụ án hình sự.","Điều 35, Khoản 11 - Luật An toàn, vệ sinh lao động số 84/2015/QH13","Luật An toàn, vệ sinh lao động 2015",ngày 25 tháng 06 năm 2015,Quốc Hội,Luật số: 84/2015/QH13,tai nạn lao động|quy định chi tiết|chính phủ quy định|chính phủ quy định chi tiết|mất an toàn|gây mất an toàn|vụ tai nạn|người lao động,dieu_kien
263,III,"CÁC BIỆN PHÁP XỬ LÝ SỰ CỐ KỸ THUẬT GÂY MẤT AN TOÀN, VỆ SINH LAO ĐỘNG VÀ TAI NẠN LAO ĐỘNG, BỆNH NGHỀ NGHIỆP",36,"Thống kê, báo cáo tai nạn lao động, sự cố kỹ thuật gây mất an toàn, vệ sinh lao động nghiêm trọng",1,,khoan,"Người sử dụng lao động phải thống kê, báo cáo tai nạn lao động, sự cố kỹ thuật gây mất an toàn, vệ sinh lao động nghiêm trọng tại cơ sở của mình và định kỳ 06 tháng, hằng năm, báo cáo cơ quan quản lý nhà nước về lao động cấp tỉnh, trừ trường hợp pháp luật chuyên ngành có quy định khác.","Điều 36, Khoản 1 - Luật An toàn, vệ sinh lao động số 84/2015/QH13","Luật An toàn, vệ sinh lao động 2015",ngày 25 tháng 06 năm 2015,Quốc Hội,Luật số: 84/2015/QH13,tai nạn lao động|mất an toàn|gây mất an toàn|người sử dụng lao động,dieu_kien
264,III,"CÁC BIỆN PHÁP XỬ LÝ SỰ CỐ KỸ THUẬT GÂY MẤT AN TOÀN, VỆ SINH LAO ĐỘNG VÀ TAI NẠN LAO ĐỘNG, BỆNH NGHỀ NGHIỆP",36,"Thống kê, báo cáo tai nạn lao động, sự cố kỹ thuật gây mất an toàn, vệ sinh lao động nghiêm trọng",2,,khoan,"Định kỳ 06 tháng, hằng năm, Ủy ban nhân dân cấp xã thống kê, báo cáo tai nạn lao động, sự cố kỹ thuật gây mất an toàn, vệ sinh lao động nghiêm trọng liên quan đến người lao động làm việc không theo hợp đồng lao động quy định tại điểm d khoản 1 Điều 34 của Luật này với Ủy ban nhân dân cấp huyện để tổng hợp, báo cáo cơ quan quản lý nhà nước về lao động cấp tỉnh.","Điều 36, Khoản 2 - Luật An toàn, vệ sinh lao động số 84/2015/QH13","Luật An toàn, vệ sinh lao động 2015",ngày 25 tháng 06 năm 2015,Quốc Hội,Luật số: 84/2015/QH13,tai nạn lao động|mất an toàn|gây mất an toàn|hợp đồng lao động|người lao động|người lao động làm việc không theo hợp đồng lao động,khac
265,III,"CÁC BIỆN PHÁP XỬ LÝ SỰ CỐ KỸ THUẬT GÂY MẤT AN TOÀN, VỆ SINH LAO ĐỘNG VÀ TAI NẠN LAO ĐỘNG, BỆNH NGHỀ NGHIỆP",36,"Thống kê, báo cáo tai nạn lao động, sự cố kỹ thuật gây mất an toàn, vệ sinh lao động nghiêm trọng",3,,khoan,"Cơ quan quản lý nhà nước về lao động cấp tỉnh có trách nhiệm báo cáo các vụ tai nạn lao động, sự cố kỹ thuật gây mất an toàn, vệ sinh lao động nghiêm trọng được thống kê, báo cáo theo quy định tại khoản 1 và khoản 2 Điều này với Bộ Lao động   Thương binh và Xã hội như sau","Điều 36, Khoản 3 - Luật An toàn, vệ sinh lao động số 84/2015/QH13","Luật An toàn, vệ sinh lao động 2015",ngày 25 tháng 06 năm 2015,Quốc Hội,Luật số: 84/2015/QH13,tai nạn lao động|mất an toàn|gây mất an toàn|vụ tai nạn,nghia_vu
266,III,"CÁC BIỆN PHÁP XỬ LÝ SỰ CỐ KỸ THUẬT GÂY MẤT AN TOÀN, VỆ SINH LAO ĐỘNG VÀ TAI NẠN LAO ĐỘNG, BỆNH NGHỀ NGHIỆP",36,"Thống kê, báo cáo tai nạn lao động, sự cố kỹ thuật gây mất an toàn, vệ sinh lao động nghiêm trọng",3,a,diem,"Báo cáo nhanh các vụ tai nạn lao động chết người, sự cố kỹ thuật gây mất an toàn, vệ sinh lao động nghiêm trọng xảy ra trên địa bàn;","Điều 36, Khoản 3, Điểm a - Luật An toàn, vệ sinh lao động số 84/2015/QH13","Luật An toàn, vệ sinh lao động 2015",ngày 25 tháng 06 năm 2015,Quốc Hội,Luật số: 84/2015/QH13,tai nạn lao động|mất an toàn|gây mất an toàn|xảy ra|vụ tai nạn,khac
267,III,"CÁC BIỆN PHÁP XỬ LÝ SỰ CỐ KỸ THUẬT GÂY MẤT AN TOÀN, VỆ SINH LAO ĐỘNG VÀ TAI NẠN LAO ĐỘNG, BỆNH NGHỀ NGHIỆP",36,"Thống kê, báo cáo tai nạn lao động, sự cố kỹ thuật gây mất an toàn, vệ sinh lao động nghiêm trọng",3,b,diem,"Định kỳ 06 tháng, hằng năm, gửi báo cáo tình hình tai nạn lao động, sự cố kỹ thuật gây mất an toàn, vệ sinh lao động nghiêm trọng và công tác an toàn lao động trên địa bàn.","Điều 36, Khoản 3, Điểm b - Luật An toàn, vệ sinh lao động số 84/2015/QH13","Luật An toàn, vệ sinh lao động 2015",ngày 25 tháng 06 năm 2015,Quốc Hội,Luật số: 84/2015/QH13,tai nạn lao động|mất an toàn|gây mất an toàn,khac
268,III,"CÁC BIỆN PHÁP XỬ LÝ SỰ CỐ KỸ THUẬT GÂY MẤT AN TOÀN, VỆ SINH LAO ĐỘNG VÀ TAI NẠN LAO ĐỘNG, BỆNH NGHỀ NGHIỆP",36,"Thống kê, báo cáo tai nạn lao động, sự cố kỹ thuật gây mất an toàn, vệ sinh lao động nghiêm trọng",4,,khoan,"Định kỳ 06 tháng, hằng năm, Bộ Y tế thống kê các trường hợp người bị tai nạn lao động khám và điều trị tại cơ sở khám bệnh, chữa bệnh và gửi Bộ Lao động   Thương binh và Xã hội tổng hợp.","Điều 36, Khoản 4 - Luật An toàn, vệ sinh lao động số 84/2015/QH13","Luật An toàn, vệ sinh lao động 2015",ngày 25 tháng 06 năm 2015,Quốc Hội,Luật số: 84/2015/QH13,tai nạn lao động|bộ y tế,dieu_kien
269,III,"CÁC BIỆN PHÁP XỬ LÝ SỰ CỐ KỸ THUẬT GÂY MẤT AN TOÀN, VỆ SINH LAO ĐỘNG VÀ TAI NẠN LAO ĐỘNG, BỆNH NGHỀ NGHIỆP",36,"Thống kê, báo cáo tai nạn lao động, sự cố kỹ thuật gây mất an toàn, vệ sinh lao động nghiêm trọng",5,,khoan,"Bộ Lao động   Thương binh và Xã hội tổ chức, hướng dẫn việc thu thập, lưu trữ, tổng hợp, cung cấp, công bố, đánh giá về tình hình tai nạn lao động, sự cố kỹ thuật gây mất an toàn, vệ sinh lao động nghiêm trọng; tổ chức xây dựng, quản lý cơ sở dữ liệu về an toàn lao động trong phạm vi cả nước.","Điều 36, Khoản 5 - Luật An toàn, vệ sinh lao động số 84/2015/QH13","Luật An toàn, vệ sinh lao động 2015",ngày 25 tháng 06 năm 2015,Quốc Hội,Luật số: 84/2015/QH13,tai nạn lao động|mất an toàn|gây mất an toàn,khac
270,III,"CÁC BIỆN PHÁP XỬ LÝ SỰ CỐ KỸ THUẬT GÂY MẤT AN TOÀN, VỆ SINH LAO ĐỘNG VÀ TAI NẠN LAO ĐỘNG, BỆNH NGHỀ NGHIỆP",37,"Thống kê, báo cáo về bệnh nghề nghiệp",1,,khoan,Tất cả người lao động bị mắc bệnh nghề nghiệp phải được thống kê và báo cáo theo quy định của Bộ trưởng Bộ Y tế.,"Điều 37, Khoản 1 - Luật An toàn, vệ sinh lao động số 84/2015/QH13","Luật An toàn, vệ sinh lao động 2015",ngày 25 tháng 06 năm 2015,Quốc Hội,Luật số: 84/2015/QH13,bệnh nghề nghiệp|bộ y tế|người lao động,khac
271,III,"CÁC BIỆN PHÁP XỬ LÝ SỰ CỐ KỸ THUẬT GÂY MẤT AN TOÀN, VỆ SINH LAO ĐỘNG VÀ TAI NẠN LAO ĐỘNG, BỆNH NGHỀ NGHIỆP",37,"Thống kê, báo cáo về bệnh nghề nghiệp",1,,khoan_bo_sung,"Danh mục bệnh nghề nghiệp do Bộ trưởng Bộ Y tế ban hành sau khi lấy ý kiến của Bộ Lao động   Thương binh và Xã hội, Tổng Liên đoàn Lao động Việt Nam, tổ chức đại diện người sử dụng lao động, tổ chức xã hội có liên quan và được rà soát sửa đổi, bổ sung phù hợp với thay đổi về môi trường lao động, thiết bị, công nghệ.","Điều 37 - Luật An toàn, vệ sinh lao động số 84/2015/QH13","Luật An toàn, vệ sinh lao động 2015",ngày 25 tháng 06 năm 2015,Quốc Hội,Luật số: 84/2015/QH13,bệnh nghề nghiệp|bộ y tế|người sử dụng lao động,khac
272,III,"CÁC BIỆN PHÁP XỬ LÝ SỰ CỐ KỸ THUẬT GÂY MẤT AN TOÀN, VỆ SINH LAO ĐỘNG VÀ TAI NẠN LAO ĐỘNG, BỆNH NGHỀ NGHIỆP",37,"Thống kê, báo cáo về bệnh nghề nghiệp",2,,khoan,"Hằng năm, người sử dụng lao động phải báo cáo, thống kê về phòng, chống bệnh nghề nghiệp cho cơ quan quản lý nhà nước về y tế cấp tỉnh để tổng hợp, báo cáo Bộ Y tế.","Điều 37, Khoản 2 - Luật An toàn, vệ sinh lao động số 84/2015/QH13","Luật An toàn, vệ sinh lao động 2015",ngày 25 tháng 06 năm 2015,Quốc Hội,Luật số: 84/2015/QH13,bệnh nghề nghiệp|bộ y tế|người sử dụng lao động,nghia_vu
273,III,"CÁC BIỆN PHÁP XỬ LÝ SỰ CỐ KỸ THUẬT GÂY MẤT AN TOÀN, VỆ SINH LAO ĐỘNG VÀ TAI NẠN LAO ĐỘNG, BỆNH NGHỀ NGHIỆP",37,"Thống kê, báo cáo về bệnh nghề nghiệp",3,,khoan,"Hằng năm, Bộ Y tế gửi báo cáo thống kê, đánh giá về bệnh nghề nghiệp, tình hình thực hiện công tác phòng, chống bệnh nghề nghiệp cho Bộ Lao động   Thương binh và Xã hội tổng hợp, báo cáo Chính phủ.","Điều 37, Khoản 3 - Luật An toàn, vệ sinh lao động số 84/2015/QH13","Luật An toàn, vệ sinh lao động 2015",ngày 25 tháng 06 năm 2015,Quốc Hội,Luật số: 84/2015/QH13,bệnh nghề nghiệp|bộ y tế,khac
274,III,"CÁC BIỆN PHÁP XỬ LÝ SỰ CỐ KỸ THUẬT GÂY MẤT AN TOÀN, VỆ SINH LAO ĐỘNG VÀ TAI NẠN LAO ĐỘNG, BỆNH NGHỀ NGHIỆP",37,"Thống kê, báo cáo về bệnh nghề nghiệp",4,,khoan,"Bộ Y tế tổ chức, hướng dẫn việc thu thập, lưu trữ, tổng hợp, cung cấp, công bố, đánh giá về tình hình bệnh nghề nghiệp; tổ chức xây dựng, quản lý cơ sở dữ liệu về phòng, chống bệnh nghề nghiệp; tổ chức điều tra bệnh nghề nghiệp.","Điều 37, Khoản 4 - Luật An toàn, vệ sinh lao động số 84/2015/QH13","Luật An toàn, vệ sinh lao động 2015",ngày 25 tháng 06 năm 2015,Quốc Hội,Luật số: 84/2015/QH13,bệnh nghề nghiệp|bộ y tế,khac
275,III,"CÁC BIỆN PHÁP XỬ LÝ SỰ CỐ KỸ THUẬT GÂY MẤT AN TOÀN, VỆ SINH LAO ĐỘNG VÀ TAI NẠN LAO ĐỘNG, BỆNH NGHỀ NGHIỆP",37,"Thống kê, báo cáo về bệnh nghề nghiệp",4,,khoan_bo_sung,"Mục 2. TRÁCH NHIỆM CỦA NGƯỜI SỬ DỤNG LAO ĐỘNG ĐỐI VỚI NGƯỜI LAO ĐỘNG BỊ TAI NẠN LAO ĐỘNG, BỆNH NGHỀ NGHIỆP","Điều 37 - Luật An toàn, vệ sinh lao động số 84/2015/QH13","Luật An toàn, vệ sinh lao động 2015",ngày 25 tháng 06 năm 2015,Quốc Hội,Luật số: 84/2015/QH13,tai nạn lao động|bệnh nghề nghiệp|người lao động|người sử dụng lao động,khac
276,III,"CÁC BIỆN PHÁP XỬ LÝ SỰ CỐ KỸ THUẬT GÂY MẤT AN TOÀN, VỆ SINH LAO ĐỘNG VÀ TAI NẠN LAO ĐỘNG, BỆNH NGHỀ NGHIỆP",38,"Trách nhiệm của người sử dụng lao động đối với người lao động bị tai nạn lao động, bệnh nghề nghiệp",,,dieu_intro,"Người sử dụng lao động có trách nhiệm đối với người lao động bị tai nạn lao động, bệnh nghề nghiệp như sau","Điều 38 - Luật An toàn, vệ sinh lao động số 84/2015/QH13","Luật An toàn, vệ sinh lao động 2015",ngày 25 tháng 06 năm 2015,Quốc Hội,Luật số: 84/2015/QH13,tai nạn lao động|bệnh nghề nghiệp|người lao động|người sử dụng lao động,nghia_vu
277,III,"CÁC BIỆN PHÁP XỬ LÝ SỰ CỐ KỸ THUẬT GÂY MẤT AN TOÀN, VỆ SINH LAO ĐỘNG VÀ TAI NẠN LAO ĐỘNG, BỆNH NGHỀ NGHIỆP",38,"Trách nhiệm của người sử dụng lao động đối với người lao động bị tai nạn lao động, bệnh nghề nghiệp",1,,khoan,"Kịp thời sơ cứu, cấp cứu cho người lao động bị tai nạn lao động và phải tạm ứng chi phí sơ cứu, cấp cứu và điều trị cho người lao động bị tai nạn lao động hoặc bệnh nghề nghiệp;","Điều 38, Khoản 1 - Luật An toàn, vệ sinh lao động số 84/2015/QH13","Luật An toàn, vệ sinh lao động 2015",ngày 25 tháng 06 năm 2015,Quốc Hội,Luật số: 84/2015/QH13,tai nạn lao động|bệnh nghề nghiệp|người lao động,khac
278,III,"CÁC BIỆN PHÁP XỬ LÝ SỰ CỐ KỸ THUẬT GÂY MẤT AN TOÀN, VỆ SINH LAO ĐỘNG VÀ TAI NẠN LAO ĐỘNG, BỆNH NGHỀ NGHIỆP",38,"Trách nhiệm của người sử dụng lao động đối với người lao động bị tai nạn lao động, bệnh nghề nghiệp",2,,khoan,"Thanh toán chi phí y tế từ khi sơ cứu, cấp cứu đến khi điều trị ổn định cho người bị tai nạn lao động hoặc bệnh nghề nghiệp như sau","Điều 38, Khoản 2 - Luật An toàn, vệ sinh lao động số 84/2015/QH13","Luật An toàn, vệ sinh lao động 2015",ngày 25 tháng 06 năm 2015,Quốc Hội,Luật số: 84/2015/QH13,tai nạn lao động|bệnh nghề nghiệp,khac
